Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan
477,SC20,RL,75.0,13125,2,,4,Lvl,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,3,3,PConc,4.0,3.0,3.0,6.0,994,1.0,0,484,1478,GasA,5,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,4,7,8,1,3.0,Attchd,1997.0,Fin,2,508,3.0,3.0,2,140,39,0,0,0,0,,,,0,Apr,2008,WD,Normal,208900,2,2,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,4,3.0,1524.0,,4,1,,508.0,1.0,2,3.0,2971,1493,39,1.0,0
478,SC60,RL,105.0,13693,2,,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,5,3,PConc,4.0,3.0,2.0,1.0,0,1.0,0,2153,2153,GasA,5,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,5,9,8,1,4.0,BuiltIn,2006.0,Fin,3,694,3.0,3.0,2,414,84,0,0,0,0,,,,0,Mar,2007,WD,Normal,380000,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,45,9.0,15,5,4.0,2082.0,,6,2,,694.0,2.0,2,2.5,4796,2643,84,1.0,0
479,SC20,RL,79.0,10637,2,,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4,3,PConc,5.0,3.0,3.0,6.0,1288,1.0,0,417,1705,GasA,5,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,4,7,8,1,4.0,Attchd,2007.0,RFn,3,826,3.0,3.0,2,208,44,0,0,0,0,,,,0,Sep,2009,WD,Normal,297000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,4,4.0,2478.0,,6,2,,826.0,2.0,2,3.0,3423,1718,44,1.0,0
480,SC30,RM,50.0,5925,2,,4,Bnk,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,3,3,BrkTil,2.0,3.0,0.0,3.0,168,1.0,0,739,907,GasA,3,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,3,7,8,0,,Detchd,1995.0,Unf,2,672,3.0,3.0,2,0,72,0,0,0,0,,MnPrv,,0,Mar,2007,WD,Alloca,89471,2,3,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,1,1,28,9.0,9,3,,2016.0,,6,1,,672.0,,1,1.0,2038,1131,72,1.0,0
481,SC20,RL,98.0,16033,2,,3,Lvl,4,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,4,3,PConc,5.0,3.0,3.0,6.0,1261,1.0,0,572,1833,GasA,5,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,4,8,8,1,4.0,Attchd,2004.0,Fin,3,772,3.0,3.0,2,519,112,0,0,0,0,,,,0,Mar,2006,WD,Normal,326000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,45,9.0,12,4,4.0,2316.0,,6,2,,772.0,2.0,2,3.0,3683,1850,112,1.0,0
482,SC20,RL,72.0,11846,2,,3,HLS,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5.0,3.0,3.0,6.0,1567,1.0,0,225,1792,GasA,5,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,5,6,8,1,4.0,Attchd,2003.0,Fin,3,874,3.0,3.0,2,206,49,0,0,0,0,,,,0,Aug,2006,WD,Normal,374000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,45,9.0,12,5,4.0,2622.0,,6,2,,874.0,2.0,2,3.0,3584,1792,49,1.0,0
483,SC70,RM,50.0,2500,2,2.0,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,4,3,PConc,3.0,3.0,0.0,5.0,299,1.0,0,611,910,GasA,5,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,5,7,6,1,4.0,Attchd,1915.0,Unf,1,164,2.0,2.0,2,0,0,0,0,0,0,,,,0,Jun,2009,WD,Normal,155000,3,3,,1.0,1.0,2.0,3,2,2,2.0,1.0,1.0,1.0,1,2,56,4.0,12,5,4.0,328.0,,9,2,,164.0,2.0,2,2.5,2736,1826,0,0.0,0
484,SC120,RM,32.0,4500,2,,4,Lvl,4,FR2,3,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5.0,3.0,0.0,6.0,897,1.0,0,319,1216,GasA,5,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,3,5,8,0,,Attchd,1998.0,Unf,2,402,3.0,3.0,2,0,125,0,0,0,0,,,,0,May,2006,WD,Normal,164000,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,3,,1206.0,,4,1,,402.0,,1,3.0,2432,1216,125,1.0,0
485,SC20,RL,,7758,2,,3,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,3.0,3.0,0.0,5.0,588,1.0,0,411,999,GasA,4,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,4,6,8,0,,Detchd,1963.0,Unf,1,264,3.0,3.0,2,0,132,0,0,0,0,,,,0,Mar,2007,WD,Normal,132500,2,3,,1.0,1.0,,4,2,2,2.0,1.0,1.0,1.0,2,1,35,9.0,12,4,,792.0,,6,2,,264.0,,2,2.0,1998,999,132,0.0,0
486,SC20,RL,80.0,9600,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,CBlock,3.0,3.0,0.0,5.0,607,1.0,0,506,1113,GasA,4,Y,SBrkr,1113,0,0,1113,0,0,1,0,3,1,4,5,8,1,4.0,Attchd,1950.0,Unf,1,264,3.0,3.0,2,0,80,120,0,0,0,,,,0,Jul,2009,WD,Normal,147000,2,3,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,1.0,1,2,35,9.0,12,4,4.0,792.0,,6,2,,264.0,2.0,2,1.0,2226,1113,200,0.0,0
487,SC20,RL,79.0,10289,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,3,3,CBlock,3.0,3.0,0.0,5.0,836,1.0,0,237,1073,GasA,3,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,3,6,8,0,,Attchd,1965.0,RFn,2,515,3.0,3.0,2,0,0,0,0,0,0,,,,0,Jun,2007,WD,Normal,156000,2,3,,1.0,1.0,,4,1,1,2.0,1.0,1.0,1.0,1,1,35,9.0,9,3,,1545.0,,6,1,,515.0,,1,2.5,2146,1073,0,1.0,0
488,SC20,RL,70.0,12243,2,,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,2.0,5.0,998,1.0,0,486,1484,GasA,4,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,3,7,8,1,3.0,Attchd,1971.0,Unf,2,487,3.0,3.0,2,224,0,0,0,180,0,,,,0,Feb,2007,WD,Normal,175000,2,2,,1.0,1.0,1.0,4,1,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,3,3.0,1461.0,,4,1,,487.0,1.0,1,2.0,2968,1484,180,0.0,0
489,SC190,RL,60.0,10800,2,,4,Lvl,4,Corner,3,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3.0,2.0,0.0,4.0,664,1.0,0,290,954,GasA,3,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,3,10,5,1,4.0,Attchd,1970.0,Unf,2,520,3.0,2.0,0,142,0,0,0,0,0,,,,0,May,2006,ConLD,Normal,160000,2,2,,1.0,1.0,2.0,3,1,1,2.0,1.0,1.0,1.0,1,1,20,6.0,6,6,4.0,1560.0,,4,1,,520.0,2.0,2,2.0,3368,2414,0,0.0,0
490,SC180,RM,21.0,1526,2,,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4.0,3.0,2.0,6.0,515,1.0,0,115,630,GasA,3,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,4,3,8,0,,Attchd,1970.0,Unf,1,286,3.0,3.0,2,0,0,0,0,0,0,,,,0,May,2009,WD,Normal,86000,2,3,,1.0,1.0,,4,2,1,2.0,1.0,1.0,2.0,2,1,32,9.0,12,4,,858.0,,6,2,,286.0,,2,2.0,1260,630,0,0.0,0
491,SC160,RM,,2665,2,,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,264,264,GasA,3,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,3,4,8,1,4.0,BuiltIn,1976.0,Fin,1,336,3.0,3.0,2,141,24,0,0,0,0,,,,0,Jun,2008,WD,Normal,115000,2,2,,1.0,1.0,2.0,4,1,1,1.0,1.0,1.0,2.0,1,1,30,9.0,9,3,4.0,1008.0,,4,1,,336.0,2.0,1,1.5,1568,1304,24,0.0,0
492,SC50,RL,79.0,9490,2,,4,Lvl,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,403,3.0,165,238,806,GasA,3,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,2,5,8,2,3.0,Attchd,1941.0,Unf,1,240,3.0,3.0,2,0,0,32,0,0,0,,MnPrv,,0,Aug,2006,WD,Normal,133000,2,3,,1.0,1.0,1.0,4,1,1,2.0,1.0,1.0,1.0,1,1,42,9.0,9,2,6.0,720.0,,6,1,,240.0,2.0,1,2.0,2384,1578,32,0.0,0
493,SC60,RL,105.0,15578,2,,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,728,728,GasA,4,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,3,8,8,0,,Attchd,2006.0,RFn,2,429,3.0,3.0,2,0,0,0,0,0,0,,,,0,May,2006,New,Partial,172785,2,2,,1.0,1.0,,4,1,2,1.0,1.0,1.0,2.0,1,2,30,9.0,12,3,,1287.0,,4,2,,429.0,,1,2.5,2184,1456,0,0.0,1
494,SC20,RL,70.0,7931,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,374,2.0,532,363,1269,GasA,3,Y,FuseA,1269,0,0,1269,0,0,1,1,3,1,3,6,8,1,2.0,Detchd,1964.0,Unf,1,308,3.0,3.0,2,0,0,0,0,0,0,,,,0,Jun,2008,WD,Normal,155000,2,2,,1.0,1.0,1.0,4,1,1,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,2.0,924.0,,4,1,,308.0,1.0,1,1.5,2538,1269,0,0.0,0
495,SC30,RM,50.0,5784,2,,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2.0,3.0,0.0,1.0,0,1.0,0,190,190,GasA,4,Y,FuseA,886,0,0,886,0,0,1,0,2,1,3,4,8,0,,Attchd,1938.0,Unf,1,273,3.0,3.0,2,144,20,80,0,0,0,,,,0,Dec,2009,WD,Normal,91300,2,3,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,1,1,40,9.0,9,3,,819.0,,6,1,,273.0,,1,1.0,1076,886,100,0.0,0
496,SC30,C (all),60.0,7879,2,,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,495,1.0,0,225,720,GasA,3,N,FuseA,720,0,0,720,0,0,1,0,2,1,3,4,8,0,,,,,0,0,,,0,0,523,115,0,0,0,,GdWo,,0,Nov,2009,WD,Abnorml,34900,2,2,,,,,4,1,1,1.0,1.0,1.0,1.0,1,1,20,,9,3,,,,4,1,,,,1,1.0,1440,720,638,0.0,0
497,SC20,RL,,12692,2,,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,1231,1.0,0,1969,3200,GasA,5,Y,SBrkr,3228,0,0,3228,1,0,3,0,4,1,4,10,8,1,4.0,Attchd,1992.0,RFn,2,546,3.0,3.0,2,264,75,291,0,0,0,,,,0,May,2007,WD,Normal,430000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,4,4.0,1638.0,,6,2,,546.0,2.0,2,4.0,6428,3228,366,0.0,0
498,SC50,RL,60.0,9120,2,2.0,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3.0,3.0,0.0,3.0,329,1.0,0,697,1026,GasA,5,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,3,8,8,0,,Detchd,1925.0,Unf,1,240,3.0,3.0,0,0,100,0,0,0,0,,GdPrv,,0,Jun,2008,WD,Normal,184000,3,2,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,2,1,42,9.0,12,3,,720.0,,6,2,,240.0,,1,3.0,2846,1820,100,0.0,0
499,SC20,RL,65.0,7800,2,,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,3,3,PConc,3.0,3.0,0.0,5.0,450,1.0,0,414,864,GasA,5,Y,SBrkr,899,0,0,899,0,0,1,0,3,1,4,5,8,0,,Attchd,1967.0,Fin,1,288,3.0,3.0,2,64,0,0,0,0,0,,MnPrv,,0,Jun,2009,WD,Normal,130000,2,3,,1.0,1.0,,4,2,2,2.0,1.0,1.0,1.0,1,1,35,9.0,9,4,,864.0,,6,1,,288.0,,2,1.0,1763,899,0,1.0,0
500,SC20,RL,70.0,7535,2,,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,111,2.0,279,522,912,GasA,2,Y,SBrkr,912,0,0,912,0,1,1,0,2,1,3,5,8,0,,Attchd,1958.0,Fin,1,297,3.0,3.0,2,12,285,0,0,0,0,,MnWw,Shed,480,Jun,2007,WD,Normal,120000,2,3,,1.0,1.0,,4,1,1,2.0,1.0,1.0,1.0,1,1,35,9.0,9,3,,891.0,,6,1,,297.0,,1,1.5,1824,912,285,0.0,0
501,SC160,RM,21.0,1890,2,,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,3,3,CBlock,3.0,3.0,0.0,4.0,356,1.0,0,316,672,GasA,3,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,3,7,8,0,,Detchd,1973.0,Unf,1,264,3.0,3.0,2,144,28,0,0,0,0,,,,0,May,2007,WD,Normal,113000,2,2,,1.0,1.0,,4,1,1,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,,792.0,,4,1,,264.0,,1,1.5,1890,1218,28,1.0,0
502,SC60,FV,75.0,9803,2,,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,400,1.0,0,466,866,GasA,4,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,,Attchd,2005.0,RFn,2,603,3.0,3.0,2,0,108,0,0,0,0,,,,0,Feb,2008,WD,Normal,226700,3,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,1809.0,,6,2,,603.0,,2,2.5,2634,1768,108,0.0,0
503,SC20,RL,70.0,9170,2,,4,Lvl,4,Corner,3,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,698,6.0,96,420,1214,GasA,5,Y,SBrkr,1214,0,0,1214,1,0,1,0,2,1,3,6,8,0,,Detchd,1965.0,Unf,2,461,2.0,2.0,2,0,0,184,0,0,0,,GdPrv,Shed,400,Apr,2007,WD,Normal,140000,2,3,,1.0,1.0,,4,1,2,2.0,2.0,1.0,1.0,1,1,35,4.0,9,3,,922.0,,6,1,,461.0,,1,2.0,2428,1214,184,0.0,0
504,SC20,RL,100.0,15602,2,,3,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,1247,1.0,0,254,1501,GasA,3,Y,SBrkr,1801,0,0,1801,1,0,2,0,1,1,3,6,8,2,3.0,Attchd,1959.0,Fin,2,484,3.0,3.0,2,0,54,0,0,161,0,,GdWo,,0,Mar,2010,WD,Normal,289000,3,3,,1.0,1.0,1.0,4,1,1,2.0,1.0,1.0,1.0,1,1,56,9.0,9,3,6.0,1452.0,,9,1,,484.0,2.0,1,3.0,3302,1801,215,0.0,0
505,SC160,RL,24.0,2308,2,,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,257,3.0,495,103,855,GasA,3,Y,SBrkr,855,467,0,1322,0,1,2,1,3,1,3,6,8,1,2.0,Attchd,1974.0,Unf,2,440,3.0,3.0,2,260,0,0,0,0,0,,,,0,Jun,2009,WD,Normal,147000,2,2,,1.0,1.0,1.0,4,1,1,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,2.0,1320.0,,4,1,,440.0,1.0,1,3.0,2177,1322,0,0.0,0
506,SC90,RM,60.0,7596,2,1.0,4,Lvl,4,Inside,3,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,3,3,CBlock,3.0,3.0,0.0,1.0,0,1.0,0,960,960,GasA,4,Y,SBrkr,960,1000,0,1960,0,0,2,0,4,2,3,10,8,0,,Detchd,1952.0,Unf,2,400,3.0,3.0,0,0,0,0,0,0,0,,,,0,Jul,2009,COD,Normal,124500,2,2,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,1,1,25,9.0,9,6,,1200.0,,4,1,,400.0,,2,2.0,2920,1960,0,1.0,0
507,SC60,RL,80.0,9554,2,,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4.0,3.0,0.0,6.0,380,1.0,0,397,777,GasA,5,Y,SBrkr,1065,846,0,1911,0,0,2,1,3,1,4,8,8,1,3.0,Attchd,1993.0,RFn,2,471,3.0,3.0,2,182,81,0,0,0,0,,,,0,Sep,2006,WD,Normal,215000,3,2,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,4,3.0,1413.0,,6,2,,471.0,1.0,2,2.5,2688,1911,81,1.0,0
508,SC20,FV,75.0,7862,2,,3,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,27,1.0,0,1191,1218,GasA,5,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,4,4,8,0,,Attchd,2009.0,Fin,2,676,3.0,3.0,2,0,102,0,0,0,0,,,,0,Sep,2009,New,Partial,208300,2,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,2,30,9.0,12,4,,2028.0,,4,2,,676.0,,2,2.0,2436,1218,102,0.0,1
509,SC70,RM,60.0,9600,2,,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,3,5,BrkTil,3.0,3.0,0.0,3.0,141,1.0,0,548,689,GasA,5,Y,SBrkr,689,689,0,1378,0,0,2,0,3,1,4,7,8,1,4.0,Detchd,1928.0,Unf,2,360,3.0,3.0,0,0,0,116,0,0,0,,,,0,Oct,2008,WD,Normal,161000,3,3,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,1.0,2,1,63,9.0,15,4,4.0,1080.0,,9,2,,360.0,2.0,2,2.0,2067,1378,116,0.0,0
510,SC20,RL,80.0,9600,2,,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,3,3,CBlock,3.0,3.0,0.0,5.0,991,1.0,0,50,1041,GasA,5,Y,SBrkr,1041,0,0,1041,1,0,1,0,3,1,3,6,8,0,,Attchd,1959.0,RFn,1,270,3.0,3.0,2,224,88,0,0,0,0,,MnPrv,,0,Jul,2009,WD,Normal,124500,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,,810.0,,4,1,,270.0,,1,2.0,2082,1041,88,1.0,0
511,SC20,RL,75.0,14559,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,3,CBlock,3.0,3.0,0.0,4.0,650,3.0,180,178,1008,GasA,5,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,6,7,2,3.0,CarPort,1951.0,Unf,1,288,3.0,3.0,2,324,42,0,0,168,0,,,Shed,2000,Jun,2009,WD,Normal,164900,2,3,,1.0,1.0,1.0,3,1,2,2.0,1.0,1.0,1.0,1,2,35,9.0,12,3,6.0,864.0,,6,2,,288.0,2.0,1,2.0,2371,1363,210,1.0,0
512,SC120,RL,40.0,6792,2,,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,1368,1368,GasA,5,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,4,6,8,1,4.0,Attchd,2005.0,RFn,2,474,3.0,3.0,2,132,35,0,0,0,0,,,,0,Mar,2006,New,Partial,202665,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,4.0,1422.0,,6,2,,474.0,2.0,2,2.0,2736,1368,35,1.0,1
513,SC20,RL,70.0,9100,2,,4,Lvl,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,521,2.0,174,169,864,GasA,3,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,5,8,0,,Detchd,1964.0,Unf,2,624,3.0,3.0,2,0,0,0,0,0,0,,,,0,Jul,2006,WD,Normal,129900,2,2,,1.0,1.0,,4,1,1,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3,,1872.0,,4,1,,624.0,,1,2.0,1728,864,0,0.0,0
514,SC20,RL,71.0,9187,2,,4,Bnk,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3.0,3.0,0.0,5.0,336,1.0,0,748,1084,GasA,3,Y,SBrkr,1080,0,0,1080,0,0,1,1,3,1,3,5,8,0,,Attchd,1983.0,Unf,2,484,3.0,3.0,2,120,0,158,0,0,0,,,,0,Jun,2007,WD,Normal,134000,2,2,,1.0,1.0,,4,1,1,2.0,1.0,1.0,1.0,2,1,30,9.0,12,3,,1452.0,,4,2,,484.0,,1,1.5,2164,1080,158,0.0,0
515,SC45,RL,55.0,10594,2,,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0,1.0,0,768,768,Grav,2,N,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,8,0,,Detchd,1926.0,Unf,1,200,1.0,1.0,2,0,0,112,0,0,0,,MnPrv,,0,Jun,2007,WD,Normal,96500,2,2,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,1,1,25,1.0,9,3,,200.0,,4,1,,200.0,,1,1.0,1557,789,112,0.0,0
